,AllGestureWiimoteX,AllGestureWiimoteY,AllGestureWiimoteZ,Car,ChlorineConcentration,CinCECGTorso,DodgerLoopDay,DodgerLoopGame,DodgerLoopWeekend,Earthquakes,FordA,FordB,FreezerRegularTrain,FreezerSmallTrain,GesturePebbleZ1,GesturePebbleZ2,InsectWingbeatSound,ItalyPowerDemand,Lightning2,Lightning7,MoteStrain,Phoneme,PickupGestureWiimoteZ,Plane,ShakeGestureWiimoteZ,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarLightCurves,Trace,Wafer
Lightning2,21.69555303669982,33.03298672843735,36.345532370874224,69.29787538781206,56.445195227776146,70.46747954688175,17.106157385862232,12.274436769743474,12.046650831254954,139.05512084735284,75.52211297183966,83.66242797851281,16.305089384026758,15.920623067780861,18.197235178237957,21.1082510688853,46.61555297144514,54.35355506104478,0.0,2.7528700379333833,37.11241030792667,94.53801088988007,24.238636613094197,42.72921878900134,60.622728879576925,28.857727781082755,24.717601249804186,72.64867452923258,56.35031221482386,26.72379165216784
Lightning7,19.434066702511135,34.93962923522808,35.20216950608827,69.80070541535932,54.82780153053002,68.20400474784603,16.39964089746152,11.766228819803164,11.488443161866389,134.19098255946366,72.91546643538348,80.85922188949758,16.643952677710907,16.183839574735014,16.711469980015405,19.477900900929345,49.38741328106786,50.388312126344715,2.7528700379333833,0.0,38.1006783088447,91.4294496043489,23.49448990599042,43.52495909260361,59.353924389201076,29.51639492043044,24.300880848980984,76.60345192913339,54.154994467091306,28.193760157813692
MoteStrain,51.077744676063794,28.685800046847078,60.842960139773474,31.126719996409257,87.2598457694117,109.03409468056533,19.028812528023714,26.210396619722193,27.25750785408564,235.75150326470197,127.5695808526545,142.75104639211713,18.558769111792476,19.05152495429566,48.591320369838016,52.40442852909099,16.599490637528017,47.768278866258804,37.11241030792667,38.1006783088447,0.0,154.48143473047796,48.518613664567916,20.780323954671225,104.63136074770074,25.4937119097818,47.24071715753366,33.85951223674638,66.63030313297371,20.573999576597515
Phoneme,54.79369941608006,122.61376746148039,54.94588260678575,230.77645333208562,29.515809858302283,28.76215755133059,162.7435115832124,114.3989219666584,112.76477650058176,30.7685395413546,23.588893255902896,20.808383212042198,100.35995667515131,98.83273986795116,59.41105218327844,53.918430441891786,171.2068559884892,372.4696379968513,94.53801088988007,91.4294496043489,154.48143473047796,0.0,70.8627440106339,147.4303442573962,33.518962649820956,106.2155007972587,76.90547480091797,276.4768810929796,430.66086474139655,137.3203133331752
PickupGestureWiimoteZ,30.826772565323548,27.579378433945433,24.976589546339707,49.74932844039144,32.61660338639696,54.56699711331491,40.510100765036775,28.174103663894286,27.24880131415893,115.80869381257605,63.340650952502436,70.42486137498875,31.2569192996079,30.7638096322687,19.2217853434147,21.139286293038626,51.873185817319424,89.99809439191654,24.238636613094197,23.49448990599042,48.518613664567916,70.8627440106339,0.0,30.724887833463765,35.164044656878076,19.025019814145807,21.567874401050037,83.99541434210035,102.63613334795936,40.7780455249718
Plane,62.166123171711455,29.30596171436583,57.57903436324124,14.987367638689838,68.14452042733029,116.97067185616565,22.53765254086596,31.90880943933072,32.041424444596714,287.74668729703745,141.80510889013095,156.1605563149685,40.99823730294869,41.31323645983209,38.52297006258601,41.83947751677619,22.681093354799433,41.029025325043385,42.72921878900134,43.52495909260361,20.780323954671225,147.4303442573962,30.724887833463765,0.0,90.81199130124804,19.67808186287197,50.53887457487502,35.11754183586725,49.12884622927597,31.973693967298097
ShakeGestureWiimoteZ,39.423312633215644,43.94682673231325,28.108822744374717,128.2632807701868,18.188178511225573,21.20154439468972,108.75173701468032,75.97309142175448,74.11204614520074,53.92397365144069,28.13888431483229,31.102827902554836,69.4818038414458,68.68564890716851,46.93580931856407,43.89436525837255,94.78998911049406,247.83113625587873,60.622728879576925,59.353924389201076,104.63136074770074,33.518962649820956,35.164044656878076,90.81199130124804,0.0,63.549439856911455,37.63303636434094,154.4457828515663,265.2662151250124,78.52663003659488
SonyAIBORobotSurface1,40.95952888103408,20.991284764851887,35.98977891430288,25.321117900187918,49.305567679070705,77.29858395948575,25.7094769797588,18.942205822779083,19.03054687912844,169.7929012477413,95.67636176801335,104.36466926746114,25.532038300644476,25.68259417875113,29.871225983538757,31.369560577687118,31.786860893511836,56.488053986186394,28.857727781082755,29.51639492043044,25.4937119097818,106.2155007972587,19.025019814145807,19.67808186287197,63.549439856911455,0.0,36.15726001602176,56.41528352136171,75.93029802210884,27.56335406038561
SonyAIBORobotSurface2,26.83121167763688,29.526630790057595,23.38401973376581,78.62559424857825,37.891271162118734,49.1737284924624,44.93330557964041,31.352149462270287,31.082529271621244,111.21564915794629,58.938319375865596,64.13301772808165,28.007541869050502,27.939244248212944,21.23163489108861,22.801834065985307,45.35533171861961,111.84859460032786,24.717601249804186,24.300880848980984,47.24071715753366,76.90547480091797,21.567874401050037,50.53887457487502,37.63303636434094,36.15726001602176,0.0,79.03910379063238,117.59715150772215,32.684910656912606
StarLightCurves,122.55917644626798,33.41031039412094,109.7430552147719,25.713613249913713,129.72529389482312,178.72465576303887,45.603412718018866,65.13673973247721,66.97450323976395,447.2455094969885,230.18411499075896,255.27738924778612,62.64606773865369,64.14396147494669,90.59921069469117,98.00610118453562,18.918670416024373,36.36413113665952,72.64867452923258,76.60345192913339,33.85951223674638,276.4768810929796,83.99541434210035,35.11754183586725,154.4457828515663,56.41528352136171,79.03910379063238,0.0,35.96114862870225,47.16385893007605
Trace,94.93328612224417,89.1913724046312,167.664833228234,34.16227332526791,243.6538662840847,298.1759306125846,36.58204565425724,51.98807609970009,51.72175513055559,687.1617100736781,348.2246478564412,385.82423803108924,89.2521440560591,88.83812385597038,64.93727190103635,72.15231254063238,65.47809904792096,13.929857357331919,56.35031221482386,54.154994467091306,66.63030313297371,430.66086474139655,102.63613334795936,49.12884622927597,265.2662151250124,75.93029802210884,117.59715150772215,35.96114862870225,0.0,69.31696956644744
Wafer,45.726672239296015,22.12737547798598,61.245870900226244,43.610480258608774,79.46887658454112,87.54694540863433,21.93340052608277,22.134449316624455,22.06366440795615,193.48111142380682,111.5899672910103,120.53502191676527,21.672835523573646,22.414061580516588,44.7307627726704,47.91142894378582,22.19471827887238,56.210226704921254,26.72379165216784,28.193760157813692,20.573999576597515,137.3203133331752,40.7780455249718,31.973693967298097,78.52663003659488,27.56335406038561,32.684910656912606,47.16385893007605,69.31696956644744,0.0
